URL,Size,OutLinks,ContentType
https://www.usatoday.com/story/news/politics/2019/10/23/impeachment-defense-official-laura-cooper-summoned-ukraine-aid/4064408002/,128893,144,text/html
https://www.usatoday.com/story/life/entertainthis/2018/04/15/beyonce-brings-destinys-child-back-coachella-and-internet-wasnt-ready/518416002/,107006,137,text/html
https://www.usatoday.com/story/money/nation-now/2018/04/14/200-million-eggs-recalled-over-salmonella-fears/518245002/,110177,137,text/html
https://www.usatoday.com/story/opinion/2019/02/06/donald-trump-end-border-wall-standoff-israel-smart-fences-column/2768082002/,107550,140,text/html
https://www.usatoday.com/story/news/nation/2019/02/10/parkland-one-year-after-shooting-where-key-figures-are-now/2721798002/,148439,135,text/html
https://www.usatoday.com/pages/interactives/news/rigged-retail-giants-enable-trucker-exploitation/,179145,60,text/html
https://www.usatoday.com/story/news/nation/2017/08/29/hurricane-harvey-shark-photo-fake-and-part-bigger-problem/612601001/,138303,151,text/html
https://www.usatoday.com/videos/life/2018/01/25/farewell-sir-elton-john-announces-final-tour/109786340/,151856,112,text/html
https://www.usatoday.com/story/news/nation/2019/01/03/super-blood-wolf-moon-eclipse-coming-soon-what-does-all-mean/2474960002/,122443,141,text/html
https://www.usatoday.com/story/money/2018/08/27/trump-trade-war-takes-growing-toll-american-businesses/1045792002/,134325,135,text/html
https://www.usatoday.com/story/life/people/2019/05/13/doris-day-dead-97-legendary-actress-singer/331659002/,120878,135,text/html
https://www.usatoday.com/story/tech/columnist/2018/04/27/microsoft-windows-10-update-new-features-boost-productivity/557312002/,119215,135,text/html
https://www.usatoday.com/story/life/people/2018/07/01/drake-tourmate-toronto-rapper-smoke-dawg-shot-dead/749557002/,93660,115,text/html
https://www.usatoday.com/story/news/nation/2019/08/14/measles-outbreak-could-worsen/1998544001/,123529,139,text/html
https://www.usatoday.com/story/money/2018/01/04/buffett-time-u-s-kids-live-better-than-parents-he-writes-gates-edited-issue/1001218001/,122898,138,text/html
https://www.usatoday.com/story/news/nation/2018/12/17/methamphetamine-drug-drop-bicycle-calexico-mexicali/2345377002/,107976,135,text/html
https://www.usatoday.com/story/news/politics/onpolitics/2017/10/25/discrimination-white-americans-minorities-poll/801297001/,112763,138,text/html
https://www.usatoday.com/story/sports/ncaaf/2018/01/17/college-football-playoff-names-six-new-selection-committee-members/1040668001/,110887,132,text/html
https://www.usatoday.com/story/travel/experience/food-and-wine/2019/05/03/whiskey-whisky-bourbon-scotch/3660910002/,125339,135,text/html
https://www.usatoday.com/story/news/health/2019/07/17/vaping-heart-attacks-false-claims-sexual-harassment-allegations/1676473001/,126549,151,text/html
https://www.usatoday.com/story/news/nation/2020/02/18/kent-state-gun-girl-kaitlin-bennett-faces-protests-ohio-university/4792457002/,120356,152,text/html
https://www.usatoday.com/pages/interactives/colleges-out-of-state-enrollment-database/,175147,59,text/html
https://www.usatoday.com/story/sports/nascar/2017/10/26/martinsville-playoff-race-first-data-500-preview/803115001/,113141,134,text/html
https://www.usatoday.com/story/news/nation/2019/02/20/stolen-identity-lifelong-criminal-used-false-name-30-years/2920870002/,112415,135,text/html
https://www.usatoday.com/story/money/personalfinance/retirement/2018/01/15/5-things-you-need-to-know-about-required-minimum-distributions/109182364/,101591,136,text/html
https://www.usatoday.com/story/news/nation-now/2017/07/24/why-juries-have-hard-time-convicting-cops/506662001/,134307,146,text/html
https://www.usatoday.com/story/entertainment/books/2020/01/25/new-books-beautiful-crime-paul-yoon-kate-weinberg-truants/4558321002/,116023,138,text/html
https://www.usatoday.com/story/money/2019/01/15/government-shutdown-jamie-dimon-next-recession/2580766002/,110786,134,text/html
https://www.usatoday.com/story/tech/2018/08/06/apple-google-samsung-mobile-phone-payments-still-need-work/897025002/,119848,162,text/html
https://www.usatoday.com/story/entertainment/tv/2019/12/07/snl-jimmy-fallon-paul-rudd-james-cordon-gossip-nato-cafeteria/4372464002/,119433,138,text/html
https://www.usatoday.com/story/sports/ncaab/tourney/2019/03/17/march-madness-ncaa-tournament-bracket-analysis-east-regional/3186370002/,150063,141,text/html
https://www.usatoday.com/story/money/2017/11/29/money-no-longer-biggest-incentive-selecting-job/901899001/,118763,133,text/html
https://www.usatoday.com/story/news/nation-now/2017/07/12/john-quinn-founding-usa-today-editor-dies/470702001/,110157,137,text/html
https://www.usatoday.com/story/sports/mlb/columnist/bob-nightengale/2017/11/03/world-series-over-free-agency/828166001/,120177,144,text/html
https://www.usatoday.com/story/news/2017/07/24/impeach-donald-trump-poll-americans-split-remove-president/501871001/,119769,134,text/html
https://www.usatoday.com/story/opinion/2018/09/11/remember-sept-11-attacks-9-11-tsa-transportation-security-terrorism-airlines-column/1254851002/,98329,115,text/html
https://www.usatoday.com/story/news/health/2019/02/04/children-using-too-much-toothpaste-unhealthy-cdc/2766121002/,112445,137,text/html
https://www.usatoday.com/videos/news/nation/2019/05/29/thief-steals-over-42-000-worth-comics-comic-book-store/1275470001/,153457,112,text/html
https://www.usatoday.com/videos/tech/2019/08/09/planet-so-hot-its-bright-magenta-pink/1964288001/,152984,112,text/html
https://www.usatoday.com/staff/2648022001/chris-woodyard/?page=2,173766,114,text/html
https://www.usatoday.com/staff/4388212002/michael-collins/?page=2,174383,114,text/html
https://www.usatoday.com/staff/2646599001/rachel-aretakis/?page=2,173170,115,text/html
https://www.usatoday.com/staff/2646564001/rasha-ali/?page=2,173998,114,text/html
https://www.usatoday.com/staff/2646891001/mike-jones/?page=2,175976,115,text/html
https://www.usatoday.com/staff/2647144001/kim-willis/?page=2,175286,116,text/html
https://www.usatoday.com/staff/2646792001/michael-middlehurst-schwartz/?page=2,174436,115,text/html
https://www.usatoday.com/staff/4395819002/chrissie-thompson/?page=2,176438,116,text/html
https://www.usatoday.com/staff/2647481001/jimmy-hascup/?page=2,173542,114,text/html
https://www.usatoday.com/staff/2648471001/andrea-mandell/?page=2,175174,114,text/html
https://www.usatoday.com/staff/2684111001/nicquel-terry-ellis/?page=2,174391,114,text/html
